actor_id,film_id,last_update,actorid,filmid
4,490,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,6871811a-73e2-11ec-9c19-abe84f946312
4,616,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,6874ba6a-73e2-11ec-9c19-eb79d0e62290
4,635,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,6875273e-73e2-11ec-9c19-976f3a352be1
4,691,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,68766a18-73e2-11ec-9c19-4fde53f81a9b
4,712,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,6876ed58-73e2-11ec-9c19-db4892b353de
4,714,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,6876fae6-73e2-11ec-9c19-3335c368e6b8
4,721,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,68774b4a-73e2-11ec-9c19-9702efda1795
4,798,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,68792618-73e2-11ec-9c19-7bef863e2557
4,832,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,6879f610-73e2-11ec-9c19-c7d808ad38b5
4,858,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,687ab910-73e2-11ec-9c19-33013312eb56
4,909,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,687c3de4-73e2-11ec-9c19-6f482817ca51
4,924,2006-02-15 10:05:03,a94f4f00-73e2-11ec-9c19-e35dd2b49fa9,687cf6da-73e2-11ec-9c19-c3566a506e29
5,19,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68655002-73e2-11ec-9c19-cbec3d7e3f39
5,54,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68664520-73e2-11ec-9c19-77b6e18ccf39
5,85,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68670f46-73e2-11ec-9c19-7f0afd0c0ed6
5,146,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686875a2-73e2-11ec-9c19-0b76c540def3
5,171,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68693096-73e2-11ec-9c19-778ff062e905
5,172,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,6869392e-73e2-11ec-9c19-8b6e2d424d7f
5,202,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686a195c-73e2-11ec-9c19-ab710b3596ad
5,203,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686a1e8e-73e2-11ec-9c19-4b1753494995
5,286,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686c2b5c-73e2-11ec-9c19-97b4517a4a5d
5,288,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686c35f2-73e2-11ec-9c19-0b00149a548b
5,316,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686ceac4-73e2-11ec-9c19-a3372e374d58
5,340,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686d7390-73e2-11ec-9c19-0fdf54a04e3b
5,369,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686e227c-73e2-11ec-9c19-33e492f8617b
5,375,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686e45e0-73e2-11ec-9c19-1f3a992455fe
5,383,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686e7524-73e2-11ec-9c19-67c34dadc527
5,392,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686ecf60-73e2-11ec-9c19-e7890d41a70b
5,411,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,686f6182-73e2-11ec-9c19-d754cd30f619
5,503,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,6871ced6-73e2-11ec-9c19-7b631aefb06b
5,535,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68729e88-73e2-11ec-9c19-73c848158021
5,571,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,687373bc-73e2-11ec-9c19-bfd9109605af
5,650,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68757be4-73e2-11ec-9c19-47c09ac71a0d
5,665,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,6875cffe-73e2-11ec-9c19-2bcc9be97a52
5,687,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68765104-73e2-11ec-9c19-b349175c68ed
5,730,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68777f2a-73e2-11ec-9c19-b342439edecf
5,732,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68779078-73e2-11ec-9c19-e708c5a031c1
5,811,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,687979d8-73e2-11ec-9c19-936c26474429
5,817,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,68799e5e-73e2-11ec-9c19-afc750a72d5b
5,841,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,687a2c34-73e2-11ec-9c19-b32ab271cf0b
5,865,2006-02-15 10:05:03,a94f5464-73e2-11ec-9c19-af00a8128c0c,687ae070-73e2-11ec-9c19-73aadfd70d4a
6,29,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,686592ba-73e2-11ec-9c19-0b2fc604d86a
6,53,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,68663e4a-73e2-11ec-9c19-57694b13a6d3
6,60,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,68666d7a-73e2-11ec-9c19-93e1adc163e9
6,70,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,6866b564-73e2-11ec-9c19-fb8d1befec19
6,112,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,6867b298-73e2-11ec-9c19-af90e121b969
6,164,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,6869018e-73e2-11ec-9c19-2b4d44db6863
6,165,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,686910f2-73e2-11ec-9c19-9faf5f6580ec
6,193,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,6869ad64-73e2-11ec-9c19-7b8184f39820
6,256,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,686b4c32-73e2-11ec-9c19-f3a722092219
6,451,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,686f6c0e-73e2-11ec-9c19-3fa95ae8ec99
6,503,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,6871ced6-73e2-11ec-9c19-7b631aefb06b
6,509,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,6871fcbc-73e2-11ec-9c19-bb8dd40db31e
6,517,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,687229b2-73e2-11ec-9c19-774e4ca7b626
6,519,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,687238bc-73e2-11ec-9c19-17e904f23a17
6,605,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,687478f2-73e2-11ec-9c19-4f6b99c80240
6,692,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,68766f0e-73e2-11ec-9c19-7791e661d55f
6,826,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,6879d6d0-73e2-11ec-9c19-bbd33ded074d
6,892,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,687b9420-73e2-11ec-9c19-83c78568f551
6,902,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,687bd8f4-73e2-11ec-9c19-97d2c44bd4b1
6,994,2006-02-15 10:05:03,a94f573e-73e2-11ec-9c19-f79d7c169e2e,687f8fb2-73e2-11ec-9c19-f33c8b7673ae
7,25,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,6865769a-73e2-11ec-9c19-77068d3c7f1c
7,27,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68658284-73e2-11ec-9c19-7b8ff160b82f
7,35,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,6865b88a-73e2-11ec-9c19-37f1d8874fa3
7,67,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,6866a4c0-73e2-11ec-9c19-83a8a60f7a3f
7,96,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,686756fe-73e2-11ec-9c19-b73aa4084fc0
7,170,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68692aec-73e2-11ec-9c19-c31157fa1dc6
7,173,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68693e9c-73e2-11ec-9c19-e3f10fe23c4d
7,217,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,686a689e-73e2-11ec-9c19-3f4cd7c94b76
7,218,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,686a7104-73e2-11ec-9c19-d7cb8182b8dd
7,225,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,686a9ca6-73e2-11ec-9c19-e76d7367c8c1
7,292,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,686c4eb6-73e2-11ec-9c19-df80ad47641c
7,351,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,686db314-73e2-11ec-9c19-67134f492262
7,414,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,686f7b18-73e2-11ec-9c19-3bf0b59e1962
7,463,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,687088dc-73e2-11ec-9c19-b799298db6b1
7,554,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68731156-73e2-11ec-9c19-3bac840844fb
7,618,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,6874c4d8-73e2-11ec-9c19-233e218b5b24
7,633,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68751a00-73e2-11ec-9c19-07426d605b27
7,637,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68753184-73e2-11ec-9c19-5f5b85637ebc
7,691,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68766a18-73e2-11ec-9c19-4fde53f81a9b
7,758,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68781bd8-73e2-11ec-9c19-930d29e43778
7,766,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68784f7c-73e2-11ec-9c19-5b1256c4803f
7,770,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68786a02-73e2-11ec-9c19-47b60671ce3e
7,805,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,687956ce-73e2-11ec-9c19-9bcadfaee0fb
7,806,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,68795c14-73e2-11ec-9c19-d3e8b31bf4b5
7,846,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,687a4606-73e2-11ec-9c19-b3362688ea04
7,900,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,687bc9fe-73e2-11ec-9c19-6fe272d34945
7,901,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,687bcf94-73e2-11ec-9c19-e3fbb261d8b4
7,910,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,687c430c-73e2-11ec-9c19-c3102c008d10
7,957,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,687e2cee-73e2-11ec-9c19-8308a32f580b
7,959,2006-02-15 10:05:03,a94f5a0e-73e2-11ec-9c19-ebb89b8d3646,687e396e-73e2-11ec-9c19-d3e00f3f3b9c
8,47,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,68660a42-73e2-11ec-9c19-ab803c5752a0
8,115,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,6867c21a-73e2-11ec-9c19-afca7c8970b2
8,158,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,6868b9fe-73e2-11ec-9c19-a70f1daf69f3
8,179,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,6869634a-73e2-11ec-9c19-e7703c1ae86f
8,195,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,6869c718-73e2-11ec-9c19-3f3ab821446a
8,205,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,686a2bb8-73e2-11ec-9c19-770f29de96ce
8,255,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,686b4548-73e2-11ec-9c19-9b50e95ac694
8,263,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,686b7d60-73e2-11ec-9c19-bf203fb6d126
8,321,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,686d0914-73e2-11ec-9c19-fbd1f0569af0
8,396,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,686ef8f0-73e2-11ec-9c19-f7da1b558038
8,458,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,68706bf4-73e2-11ec-9c19-87a6095fea79
8,523,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,68724eba-73e2-11ec-9c19-bb2f08a4204b
8,532,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,68728f56-73e2-11ec-9c19-fbbd7325c41b
8,554,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,68731156-73e2-11ec-9c19-3bac840844fb
8,752,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,6877ff36-73e2-11ec-9c19-4fb2309e7725
8,769,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,68786462-73e2-11ec-9c19-b3a86fd0ac4c
8,771,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,687877ea-73e2-11ec-9c19-c3acc3e7bcaf
8,859,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,687abe06-73e2-11ec-9c19-c757afc3efbc
8,895,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,687badca-73e2-11ec-9c19-d761d7330213
8,936,2006-02-15 10:05:03,a94f5ebe-73e2-11ec-9c19-3f54ca3400cf,687d3fe6-73e2-11ec-9c19-7f418e3690d0
9,30,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,6865985a-73e2-11ec-9c19-3377822d27d6
9,74,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,6866cef0-73e2-11ec-9c19-27e58acdc65a
9,147,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,68687b2e-73e2-11ec-9c19-8f063a1bcbc2
9,148,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,6868809c-73e2-11ec-9c19-83fdf0eab999
9,191,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,6869a06c-73e2-11ec-9c19-23391f978c40
9,200,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,686a0eee-73e2-11ec-9c19-cb67adeccbf7
9,204,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,686a26b8-73e2-11ec-9c19-df50beeae403
9,434,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,686ff336-73e2-11ec-9c19-67e408040394
9,510,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687201d0-73e2-11ec-9c19-1b2f8dec4ab4
9,514,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,6872197c-73e2-11ec-9c19-6349f96f2621
9,552,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,68730706-73e2-11ec-9c19-6329ffce1183
9,650,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,68757be4-73e2-11ec-9c19-47c09ac71a0d
9,671,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,6875f5a6-73e2-11ec-9c19-0fce7c6ae955
9,697,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,6876939e-73e2-11ec-9c19-4bc303ba025f
9,722,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687750a4-73e2-11ec-9c19-f34c37410603
9,752,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,6877ff36-73e2-11ec-9c19-4fb2309e7725
9,811,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687979d8-73e2-11ec-9c19-936c26474429
9,815,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,68799242-73e2-11ec-9c19-d7236b2d8091
9,865,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687ae070-73e2-11ec-9c19-73aadfd70d4a
9,873,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687b25c6-73e2-11ec-9c19-eff89babc582
9,889,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687b8dfe-73e2-11ec-9c19-0769b6518af0
9,903,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687be07e-73e2-11ec-9c19-ab80db6216ca
9,926,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687d03a0-73e2-11ec-9c19-ffc57bddfc14
9,964,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687e5b24-73e2-11ec-9c19-ebe45443d4d2
9,974,2006-02-15 10:05:03,a94f6a4e-73e2-11ec-9c19-8b0830ce956e,687ed180-73e2-11ec-9c19-07aac5fbc801
10,1,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,6864dd02-73e2-11ec-9c19-ffe3b51b7d78
10,9,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,68650c32-73e2-11ec-9c19-33d36fceead6
10,191,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,6869a06c-73e2-11ec-9c19-23391f978c40
10,236,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,686ad96e-73e2-11ec-9c19-77b833f3982a
10,251,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,686b2784-73e2-11ec-9c19-af7c38307852
10,366,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,686e0ecc-73e2-11ec-9c19-7fd7929e9e86
10,477,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,68710cc6-73e2-11ec-9c19-8f43279e3d8a
10,480,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,68712972-73e2-11ec-9c19-734f21f58f48
10,522,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,68724960-73e2-11ec-9c19-2791555e6955
10,530,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,68727c8c-73e2-11ec-9c19-ef474e5c9fe0
10,587,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,6873dae6-73e2-11ec-9c19-4fd28523bf99
10,694,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687679cc-73e2-11ec-9c19-93b344d5cea3
10,703,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,6876b784-73e2-11ec-9c19-ebae67d07002
10,716,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687704be-73e2-11ec-9c19-bbf0c32ae132
10,782,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,6878cd9e-73e2-11ec-9c19-33377a92757b
10,914,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687c8916-73e2-11ec-9c19-37216d65809a
10,929,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687d17c8-73e2-11ec-9c19-b357c96d7bc6
10,930,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687d1d04-73e2-11ec-9c19-6f486409fc30
10,964,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687e5b24-73e2-11ec-9c19-ebe45443d4d2
10,966,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687e6560-73e2-11ec-9c19-8b6eb70ec094
10,980,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687f39c2-73e2-11ec-9c19-8f33a4475cc5
10,983,2006-02-15 10:05:03,a94f6cce-73e2-11ec-9c19-673ffb5b019f,687f499e-73e2-11ec-9c19-2f9c0506e701
11,118,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,6867d200-73e2-11ec-9c19-23d23ac1e8db
11,205,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,686a2bb8-73e2-11ec-9c19-770f29de96ce
11,281,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,686c0be0-73e2-11ec-9c19-6f9cda299256
11,283,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,686c1662-73e2-11ec-9c19-1f7e3f50e6c9
11,348,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,686d9fd2-73e2-11ec-9c19-db31961cd541
11,364,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,686e035a-73e2-11ec-9c19-9337b95c8c45
11,395,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,686ef0d0-73e2-11ec-9c19-8bfd8846eb43
11,429,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,686fcffa-73e2-11ec-9c19-c34802227e17
11,433,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,686fedfa-73e2-11ec-9c19-2f23fbaa12a0
11,453,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,68704e9e-73e2-11ec-9c19-c3dacd19a413
11,485,2006-02-15 10:05:03,a94f6ed6-73e2-11ec-9c19-4f9fc950b1a6,68714f6a-73e2-11ec-9c19-633ed0283185
